Unnamed: 0,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills,course_summary,course_description,language_code
73,Arm Cortex-M Architecture and Software Development,Arm,Specialization,3 - 6 Months,4.9,18k,Intermediate,https://www.coursera.org/specializations/cortex-m-architecture-and-software-development,"55,089","['Cortex-M', 'Assembly Language', 'Computer Architecture', 'Microcontroller', 'C Programming']","['Learners will master  modern communicative techniques for engaging students in multiple English language learning environments.', 'Learners will  recognize, identify, and use language acquisition theories and principles to develop sound lesson plans.', 'Learners will  deliver lesson plans using interactive and engaging methods. ']","This course is designed for anyone who wants to teach English anywhere in the world.  If you want to become a teacher, polish your teaching skills, or add a credential to your resume, this is the course for you! Get certified by a nationally-ranked university.    
Applied Learning Project
Throughout this professional certificate, learners will write lesson plans, record themselves teaching, and create a professional teaching portfolio that is sure to impress current or future employers. In the final Capstone course, you will have the opportunity to submit a teaching portfolio for expert review.
",en
942,The Science of Well-Being,Yale University,Course,1 - 3 Months,4.9,36.8k,Mixed,https://www.coursera.org/learn/the-science-of-well-being,"4,594,817","['Gratitude', 'Happiness', 'Meditation', 'Savoring']",[],"NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens
In this course you will engage in a series of challenges designed to increase your own happiness and build more productive habits. As preparation for these tasks, Professor Laurie Santos reveals misconceptions about happiness, annoying features of the mind that lead us to think the way we do, and the research that can help us change. You will ultimately be prepared to successfully incorporate a specific wellness activity into your life.

THE SCIENCE OF WELL BEING WAS PRODUCED IN PART DUE TO THE GENEROUS FUNDING OF THE DAVID F. SWENSEN FUND FOR INNOVATION IN TEACHING.
",en
818,Put It to Work: Prepare for Cybersecurity Jobs,Google,Course,1 - 3 Months,4.9,856,Beginner,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,"50,164","['Job preparedness', 'stakeholder communication', 'integrity and discretion', 'escalation', 'resume and portfolio preparation']","['Determine when and how to escalate a security incident', 'Engage with the cybersecurity community', 'Find and apply for cybersecurity jobs', 'Prepare for job interviews']","This is the eighth and final course in the Google Cybersecurity Certificate. Together, these eight courses will equip you with the skills you need to apply for an entry-level cybersecurity job.
In this course, you will focus on making decisions and escalating incidents to stakeholders. You'll develop the communication and collaboration skills needed to inform and influence stakeholders within an organization. In addition, you'll explore how to ethically operate as a cybersecurity professional. You'll discover how to engage with the cybersecurity community, explore jobs in the cybersecurity field, and complete practice interviews. You'll also write a resume and cover letter to prepare for applying and interviewing for jobs in cybersecurity.

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Determine when and how to escalate a security incident.
- Explain how having an ethical mindset supports a cybersecurity professional's ability to protect assets and data.
- Communicate sensitive information with care and confidentiality.
- Use reliable sources to remain current on the latest cybersecurity threats, risks, vulnerabilities, and tools.
- Engage with the cybersecurity community.
- Find and apply for cybersecurity jobs.
- Prepare for job interviews.
",en
327,Finance & Quantitative Modeling for Analysts,University of Pennsylvania,Specialization,3 - 6 Months,4.9,597,Beginner,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,"29,968","['Financial Modeling', 'Corporate Finance', 'Microsoft Excel']",[],"This course is the first course in a five-course US Federal Tax Specialization. It covers and focuses on the U.S. federal tax system as it relates to individuals, employees, and sole proprietors. Key concepts covered include gross income and items that are statutorily included or excluded in it, personal and business expenses that qualify as tax deductions, and the differing tax treatments for employees versus self-employed taxpayers. Unlike many other introductory courses in tax and as part of this course’s comprehensive wrap-up, learners will be provided with practical and tangible experience reporting both income and expenses on the main individual tax return used in the US, Form 1040.
If you have enjoyed this course, consider enrolling in our online graduate Accounting program. The University of Illinois at Urbana-Champaign, consistently ranked as one of the nation's top three accounting programs, now offers a master’s in accounting at a very affordable tuition rate and is completely online. The iMSA is a full Master of Accountancy program and students graduate with an MS that is highly recognized. Try an open course or two, then apply for admission into the credit-bearing version as you may be eligible to take credit-bearing courses during the application process. If you are missing any prerequisites for the full degree, you can complete Coursera courses to demonstrate readiness and strengthen your application for the iMSA. For more information on this exciting iMSA online program, refer to this link: https://www.coursera.org/degrees/imsa
",en
959,Uncommon Sense Teaching,Deep Teaching Solutions,Specialization,1 - 3 Months,4.9,610,Beginner,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,"3,014","['social-emotional learning', 'online teaching', 'active learning', 'neurodiversity', 'Teaching']","['You’ll discover how to bring out the best from your students in diverse teaching environments, where students often have a wide range of abilities.  ']","The Uncommon Sense Teaching Specialization is a foundational program that prepares you to teach based on leading-edge insights from neuroscience, cognitive psychology, and movie-making. Your instructors have real-world experience in teaching some of the world’s most popular courses, and they bring their background from academia and beyond, including perspectives that could be obtained only from decades of teaching at virtually every level, personal experience with neurodiversity, adventure from the Bering Sea to the South Pole Station in Antarctica, and much more. This specialization gives invaluable insight for:
Teachers—K12, higher ed, adult learning, vocational trainers
College students training to be teachers 
Professors and others who train teachers how to teach
Industry trainers
Coaches
Tutors
Parents, caregivers, and homeschoolers
The Uncommon Sense Teaching Specialization provides a pathway for you to bring your teaching skillset to a higher level by helping you gain the knowledge and skills to level up your career or strengthen your teaching foundation—whoever you might be teaching. 
You can take either MOOC 0 or MOOC 1 first, and enjoy MOOC 2 after MOOC 1.  Enjoy! 
Uncommon Sense Teaching SpecializationOpens in a new tab
 MOOC 0: Teaching OnlineOpens in a new tab
 MOOC 1: Uncommon Sense TeachingOpens in a new tab
 MOOC 2: Uncommon Sense Teaching, Part 2Opens in a new tab
Applied Learning Project
By the end of this specialization, you'll be able to:
Use the animations and illustrations provided in the specialization to develop best practices training sessions for your fellow teachers, and also help your students to learn more deeply and effectively. You'll be a star with the latest insights on learning!   
Make or tweak a working lesson plan using the “Learn It – Link It” lesson plans guideline and blank template provided in the specialization.  You can use this lesson plan to help remind you of key best practices as you are teaching.      
Teach online either ""live"" or via video with confidence that your methods are not only helping students pay attention, but that you are also helping them to more easily grasp the key ideas.
Use techniques from movie-making to help motivate and inspire students, as well as to encourage your students shift and lift their very identity as learners.
",en
918,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,Specialization,3 - 6 Months,4.9,3.7k,Beginner,https://www.coursera.org/specializations/tesol-certificate-2,"28,610","['Teaching', 'English Language', 'Lesson Plan', 'Speech']",[],"This specialization is the second of two specializations that make up the TESOL Certificate from Arizona State University.  This Specialization builds on the theories learned in TESOL Certificate, Part 1: Teach English Now! Foundational Principles.  It covers the design and implementation of reading and writing, listening and speaking, and technology enriched activities, as well as a teaching practicum. In the final Capstone Project, developed by international educators and TESOL specialists at ASU’s Global Launch, you’ll apply the skills you learned by demonstrating your ability to teach through video recordings and by reflecting on your own and others’ teaching.  When you complete both Specializations, you will submit your work for expert review to receive your ASU 150-hour TESOL Certificate, in addition to your Coursera certificates. 

",en
139,Calculus for Machine Learning and Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.9,94.9k,Beginner,https://www.coursera.org/learn/machine-learning-calculus,"1,403,637","['Calculus', 'Mathematical Optimization', 'Gradient Descent', 'Machine Learning', ""Newton'S Method""]","['Describe the natural history of SARS-CoV-2 , including the infectious period, the presentation of COVID-19, and evidence for how it is transmitted.', 'Define an infectious contact and timeline for public health intervention through contact tracing.', 'Demonstrate the utility of case investigation and contact tracing, identify common barriers, and possible strategies to overcome them.', 'Present some ethical considerations around contact tracing, isolation and quarantine.']","The COVID-19 crisis has created an unprecedented need for contact tracing across the country, requiring thousands of people to learn key skills quickly. The job qualifications for contact tracing positions differ throughout the country and the world, with some new positions open to individuals with a high school diploma or equivalent. 
In this introductory course, students will learn about the science of SARS-CoV-2 , including the infectious period, the clinical presentation of COVID-19, and the evidence for how SARS-CoV-2 is transmitted from person-to-person and why contact tracing can be such an effective public health intervention. Students will learn about how contact tracing is done, including how to build rapport with cases, identify their contacts, and support both cases and their contacts to stop transmission in their communities. The course will also cover several important ethical considerations around contact tracing, isolation, and quarantine. Finally, the course will identify some of the most common barriers to contact tracing efforts -- along with strategies to overcome them.
",en
659,Machine Learning,Multiple educators,Specialization,1 - 3 Months,4.9,17.3k,Beginner,https://www.coursera.org/specializations/machine-learning-introduction,"297,365","['Decision Trees', 'Artificial Neural Network', 'Logistic Regression', 'Recommender Systems', 'Linear Regression']","['Build ML models with NumPy & scikit-learn, build & train supervised models for prediction & binary classification tasks (linear, logistic regression)', 'Build & train a neural network with TensorFlow to perform multi-class classification, & build & use decision trees & tree ensemble methods', 'Apply best practices for ML development & use unsupervised learning techniques for unsupervised learning including clustering & anomaly detection', 'Build recommender systems with a collaborative filtering approach & a content-based deep learning method & build a deep reinforcement learning model']","The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. This beginner-friendly program will teach you the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 
This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.
This 3-course Specialization is an updated version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 
It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)
By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.
Applied Learning Project
By the end of this Specialization, you will be ready to:
 
• Build machine learning models in Python using popular machine learning libraries NumPy and scikit-learn.
• Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression.
• Build and train a neural network with TensorFlow to perform multi-class classification.
• Apply best practices for machine learning development so that your models generalize to data and tasks in the real world.
• Build and use decision trees and tree ensemble methods, including random forests and boosted trees.
• Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection.
• Build recommender systems with a collaborative filtering approach and a content-based deep learning method.
• Build a deep reinforcement learning model.
",en
153,Climate Change and Sustainable Investing,EDHEC Business School,Specialization,3 - 6 Months,4.9,788,Beginner,https://www.coursera.org/specializations/climatechangeandsustainableinvesting,"10,344","['Understand the various policy approaches involved in the transition to a low carbon economy including in particular ""cap & trade"" carbon markets', 'Learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios', 'Understand how climate change risks impact corporate decisions and company value', 'Understand the instruments investment funds and solutions used to finance clean technologies and clean energy', 'Understanding the evidence for climate change and for its anthropogenic origin']",[],"Prepárate para una nueva carrera en ciberseguridad, que podrás completar en alrededor de seis meses, sin necesidad de contar con experiencia ni acreditar título universitario. Con esta formación profesional diseñada por Google, podrás acceder a nuevas oportunidades laborales en un campo de alto crecimiento. La ciberseguridad se centra en proteger los datos de las amenazas cibernéticas, como el fraude y la suplantación de identidad, y en evitar el acceso no autorizado a los sistemas y redes informáticas. Las/los analistas de ciberseguridad utilizan una variedad de métodos, tecnologías y procesos para proteger de estos riesgos y amenazas externas, a una empresa u organización y a las personas que compran sus productos o utilizan sus servicios. 
Además,en caso de ocurrir un incidente, deberán investigar e informar de sus hallazgos.
Al completar este Certificado, llevado adelante por especialistas en ciberseguridad de Google, habrás adquirido las habilidades y herramientas necesarias para un trabajo de nivel inicial en el campo de la ciberseguridad.  Podrás finalizar el programa en alrededor de 6 meses, con una dedicación menor a 10 horas semanales. 
Con tu preparación, podrás aspirar a trabajos de analista de seguridad o ciberseguridad, analista del Centro de Operaciones de Seguridad (SOC) y más. 
Applied Learning Project
En el programa se incluyen 180 horas de instrucción y evaluaciones prácticas, que simulan situaciones reales de ciberseguridad. A través de una combinación de videos, evaluaciones y ejercicios prácticos, conocerás las herramientas, plataformas de análisis y habilidades en ciberseguridad necesarias para un trabajo de nivel inicial.
Entre las habilidades que obtendrás están: seguridad de la red, seguridad de la información, resolución de problemas, pensamiento crítico, análisis de amenazas y evaluación de vulnerabilidades.
Aprenderás a usar, entre otras, las siguientes  plataformas y herramientas: Bash, Chronicle, Linux, Python, Splunk, Suricata, SQL, tcpdump, VirusTotal y WireShark
Además, cada curso en el programa incluye actividades prácticas cuyos resultados podrás compartir en futuras entrevistas de trabajo, para demostrar habilidades altamente demandadas en el mercado.
",en
357,Foundations of Data Science,Google,Course,1 - 3 Months,4.9,11k,Advanced,https://www.coursera.org/learn/foundations-of-data-science,"364,927","['Sharing Insights With Stakeholders', 'Effective Written Communication', 'Asking Effective Questions', 'Cross-Functional Team Dynamics', 'Project Management']","['Recognize core skills and knowledge needed to become a cybersecurity analyst', 'Identify how security attacks impact business operations', 'Explain security ethics', 'Identify common tools used by cybersecurity analysts']","This is the first course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to prepare for an entry-level cybersecurity job. 
In this course, you will be introduced to the world of cybersecurity through an interactive curriculum developed by Google. You will identify significant events that led to the development of the cybersecurity field, explain the importance of cybersecurity in today's business operations, and explore the job responsibilities and skills of an entry-level cybersecurity analyst. 

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete the eight courses in the Google Cybersecurity Certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Identify how security attacks impact business operations.
- Explore the job responsibilities and core skills of an entry-level cybersecurity analyst.
- Recognize how past and present attacks on organizations led to the development of the cybersecurity field.
- Learn the CISSP eight security domains.
- Identify security domains, frameworks, and controls.
- Explain security ethics.
- Recognize common tools used by cybersecurity analysts.
",en
114,Building Cloud Computing Solutions at Scale,Duke University,Specialization,3 - 6 Months,4.9,3.4k,Intermediate,https://www.coursera.org/specializations/building-cloud-computing-solutions-at-scale,"185,537","['Cloud Platforms', 'Cloud API', 'Machine Learning', 'Cloud Databases', 'Cloud Computing']",[],"What you’ll achieve:
In this project-centered course* you will build a modern computer system, from the ground up. We’ll divide this fascinating journey into six hands-on projects that will take you from constructing elementary logic gates all the way through creating a fully functioning general purpose computer. In the process, you will learn - in the most direct and constructive way - how computers work, and how they are designed.

What you’ll need:
This is a self-contained course: all the knowledge necessary to succeed in the course and build the computer system will be given as part of the learning experience. Therefore, we assume no previous computer science or engineering knowledge, and all learners are welcome aboard. You will need no physical materials, since you will build the computer on your own PC, using a software-based hardware simulator, just like real computers are designed by computer engineers in the field. The hardware simulator, as well as other software tools, will be supplied freely after you enroll in the course.

Course format:
The course consists of six modules, each comprising a series of video lectures, and a project. You will need about 2-3 hours to watch each module's lectures, and about 5-10 hours to complete each one of the six projects. The course can be completed in six weeks, but you are welcome to take it at your own pace. You can watch a TED talk about this course by Googling ""nand2tetris TED talk"".

*About Project-Centered Courses: Project-centered courses are designed to help you complete a personally meaningful real-world project, with your instructor and a community of learners with similar goals providing guidance and suggestions along the way. By actively applying new concepts as you learn, you’ll master the course content more efficiently; you’ll also get a head start on using the skills you gain to make positive changes in your life and career. When you complete the course, you’ll have a finished project that you’ll be proud to use and share.
",en
